#ZVView-data-copy:  12-Nov-2024 09:01:40
#=======================================
#
#name:   28-NI-0(D,X)25-MN-54,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  65
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          34.1          0.5        0.028        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:10.7%  
          35.3          0.5       0.0295       0.0032  # 2013,A.Hermanne+         ## D4282045  #dY:10.8%  
          35.7          0.6        0.028        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:10.7%  
          35.9          0.4         0.03        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:10.0%  
          36.4          0.5       0.0279       0.0031  # 2013,A.Hermanne+         ## D4282022  #dY:11.1%  
          37.2          0.6        0.028        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:10.7%  
          37.4          0.4       0.0314       0.0035  # 2013,A.Hermanne+         ## D4282045  #dY:11.1%  
          38.2          0.4        0.032        0.004  # 2013,A.Hermanne+         ## D4282034  #dY:12.5%  
          38.5          0.4       0.0296       0.0033  # 2013,A.Hermanne+         ## D4282022  #dY:11.1%  
          38.7          0.5         0.03        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:10.0%  
          39.6          0.4       0.0285       0.0031  # 2013,A.Hermanne+         ## D4282045  #dY:10.9%  
          40.2          0.5         0.03        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:10.0%  
          40.4          0.3        0.031        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:9.7%   
          40.6          0.4       0.0319       0.0035  # 2013,A.Hermanne+         ## D4282022  #dY:11.0%  
          41.6          0.4        0.027        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:11.1%  
          41.7          0.3         0.03       0.0033  # 2013,A.Hermanne+         ## D4282045  #dY:11.0%  
          42.5          0.3        0.029        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:10.3%  
          42.6          0.3        0.031       0.0034  # 2013,A.Hermanne+         ## D4282022  #dY:11.0%  
          43.1          0.4        0.026        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:11.5%  
          43.7          0.3       0.0248       0.0027  # 2013,A.Hermanne+         ## D4282045  #dY:10.9%  
          44.4          0.3        0.025        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:12.0%  
          44.5          0.3       0.0288       0.0032  # 2013,A.Hermanne+         ## D4282022  #dY:11.1%  
          44.5          0.2        0.027        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:11.1%  
          45.7          0.3        0.024        0.003  # 2013,A.Hermanne+         ## D4282010  #dY:12.5%  
          45.7          0.2       0.0232       0.0026  # 2013,A.Hermanne+         ## D4282045  #dY:11.2%  
          46.3          0.2       0.0274        0.003  # 2013,A.Hermanne+         ## D4282022  #dY:10.9%  
          46.4          0.2        0.023        0.003  # 2013,A.Hermanne+         ## D4282034  #dY:13.0%  
            47          0.3        0.022        0.002  # 2013,A.Hermanne+         ## D4282010  #dY:9.1%   
          47.6          0.2       0.0213       0.0023  # 2013,A.Hermanne+         ## D4282045  #dY:10.8%  
          48.1          0.2       0.0232       0.0026  # 2013,A.Hermanne+         ## D4282022  #dY:11.2%  
          48.3          0.2        0.021        0.002  # 2013,A.Hermanne+         ## D4282010  #dY:9.5%   
          48.3          0.2        0.021        0.002  # 2013,A.Hermanne+         ## D4282034  #dY:9.5%   
          49.5          0.2       0.0208       0.0023  # 2013,A.Hermanne+         ## D4282045  #dY:11.1%  
          49.6          0.2         0.02        0.002  # 2013,A.Hermanne+         ## D4282010  #dY:10.0%  
          49.8          0.2       0.0214       0.0024  # 2013,A.Hermanne+         ## D4282022  #dY:11.2%  
//
#-------------------------------------------------------------------------------
