#ZVView-data-copy:  30-Jul-2025 12:50:01
#=======================================
#
#name:   22-TI-0(D,X)21-SC-46,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  260
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          16.1          2.7       0.0287       0.0032  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          16.2          0.5       0.0282       0.0033  # 2014,A.Hermanne+         ## D4310018  #dY:11.7%  
          16.2          0.5       0.0276       0.0034  # 2014,A.Hermanne+         ## D4310023  #dY:12.3%  
          16.3          0.4       0.0264       0.0036  # 2014,A.Hermanne+         ## D4310020  #dY:13.6%  
          16.4          0.7       0.0276       0.0032  # 2014,A.Hermanne+         ## D4310017  #dY:11.6%  
          16.6          0.6       0.0254       0.0031  # 2014,A.Hermanne+         ## D4310017  #dY:12.2%  
          16.6          0.4       0.0319       0.0036  # 2014,A.Hermanne+         ## D4310025  #dY:11.3%  
          16.6          0.3       0.0275        0.003  # 2014,A.Hermanne+         ## D4310029  #dY:10.9%  
          16.7          0.4       0.0272       0.0036  # 2014,A.Hermanne+         ## D4310021  #dY:13.2%  
          16.7          0.4       0.0278       0.0041  # 2014,A.Hermanne+         ## D4310024  #dY:14.7%  
          16.8          0.5       0.0247       0.0033  # 2014,A.Hermanne+         ## D4310016  #dY:13.4%  
          16.8          0.4       0.0287       0.0033  # 2014,A.Hermanne+         ## D4310022  #dY:11.5%  
          16.9          0.4       0.0261        0.003  # 2014,A.Hermanne+         ## D4310018  #dY:11.5%  
          16.9          0.4       0.0269       0.0031  # 2014,A.Hermanne+         ## D4310019  #dY:11.5%  
            17          0.4       0.0283       0.0035  # 2014,A.Hermanne+         ## D4310028  #dY:12.4%  
          17.1          0.4       0.0299       0.0034  # 2014,A.Hermanne+         ## D4310025  #dY:11.4%  
          17.4          0.5       0.0266       0.0031  # 2014,A.Hermanne+         ## D4310022  #dY:11.7%  
          17.4          0.4       0.0261       0.0032  # 2014,A.Hermanne+         ## D4310023  #dY:12.3%  
          17.4          2.6       0.0263       0.0029  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          17.5          0.4       0.0288       0.0033  # 2014,A.Hermanne+         ## D4310026  #dY:11.5%  
          17.6          0.6       0.0265       0.0031  # 2014,A.Hermanne+         ## D4310017  #dY:11.7%  
          17.6          0.4       0.0253        0.003  # 2014,A.Hermanne+         ## D4310018  #dY:11.9%  
          17.6          0.4        0.025       0.0036  # 2014,A.Hermanne+         ## D4310024  #dY:14.4%  
          17.8          0.5       0.0263       0.0031  # 2014,A.Hermanne+         ## D4310017  #dY:11.8%  
          17.8          0.4       0.0251       0.0029  # 2014,A.Hermanne+         ## D4310019  #dY:11.6%  
          17.8          0.3        0.025       0.0036  # 2014,A.Hermanne+         ## D4310020  #dY:14.4%  
          17.8          0.3       0.0225       0.0028  # 2014,A.Hermanne+         ## D4310021  #dY:12.4%  
          17.8          0.3       0.0236       0.0026  # 2014,A.Hermanne+         ## D4310029  #dY:11.0%  
          17.9          0.5        0.023       0.0031  # 2014,A.Hermanne+         ## D4310016  #dY:13.5%  
          18.1          0.3       0.0284       0.0032  # 2014,A.Hermanne+         ## D4310025  #dY:11.3%  
          18.1          0.4       0.0261       0.0032  # 2014,A.Hermanne+         ## D4310028  #dY:12.3%  
          18.3          0.4       0.0258        0.003  # 2014,A.Hermanne+         ## D4310018  #dY:11.6%  
          18.4          0.3       0.0267        0.003  # 2014,A.Hermanne+         ## D4310022  #dY:11.2%  
          18.4          0.3       0.0259       0.0041  # 2014,A.Hermanne+         ## D4310024  #dY:15.8%  
          18.5          0.4       0.0269       0.0033  # 2014,A.Hermanne+         ## D4310023  #dY:12.3%  
          18.6          0.4       0.0246       0.0028  # 2014,A.Hermanne+         ## D4310019  #dY:11.4%  
          18.6          0.3       0.0281       0.0032  # 2014,A.Hermanne+         ## D4310025  #dY:11.4%  
          18.8          0.5       0.0249       0.0029  # 2014,A.Hermanne+         ## D4310017  #dY:11.6%  
          18.8          0.3       0.0204        0.003  # 2014,A.Hermanne+         ## D4310021  #dY:14.7%  
          18.9          0.4       0.0216       0.0033  # 2014,A.Hermanne+         ## D4310016  #dY:15.3%  
          18.9          0.4        0.024       0.0028  # 2014,A.Hermanne+         ## D4310017  #dY:11.7%  
          18.9          0.3       0.0232       0.0028  # 2014,A.Hermanne+         ## D4310018  #dY:12.1%  
            19          0.4       0.0271       0.0031  # 2014,A.Hermanne+         ## D4310022  #dY:11.4%  
            19          0.2       0.0228       0.0025  # 2014,A.Hermanne+         ## D4310029  #dY:11.0%  
          19.1          0.3       0.0289       0.0033  # 2014,A.Hermanne+         ## D4310026  #dY:11.4%  
          19.2          0.3        0.023        0.003  # 2014,A.Hermanne+         ## D4310020  #dY:13.0%  
          19.2          0.3       0.0231       0.0036  # 2014,A.Hermanne+         ## D4310024  #dY:15.6%  
          19.2          0.3       0.0259       0.0033  # 2014,A.Hermanne+         ## D4310028  #dY:12.7%  
          19.4          1.1       0.0201       0.0023  # 2014,A.Hermanne+         ## D4310031  #dY:11.4%  
          19.5          0.3       0.0241       0.0028  # 2014,A.Hermanne+         ## D4310019  #dY:11.6%  
          19.5          0.3       0.0257       0.0033  # 2014,A.Hermanne+         ## D4310023  #dY:12.8%  
          19.6          0.3       0.0235       0.0027  # 2014,A.Hermanne+         ## D4310018  #dY:11.5%  
          19.6          0.3       0.0255       0.0029  # 2014,A.Hermanne+         ## D4310022  #dY:11.4%  
          19.6          0.3       0.0278       0.0031  # 2014,A.Hermanne+         ## D4310025  #dY:11.2%  
          19.7          2.5       0.0248       0.0027  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          19.8          0.3       0.0231       0.0031  # 2014,A.Hermanne+         ## D4310021  #dY:13.4%  
          19.9          0.4       0.0214       0.0032  # 2014,A.Hermanne+         ## D4310016  #dY:15.0%  
          19.9          0.4       0.0236       0.0028  # 2014,A.Hermanne+         ## D4310017  #dY:11.9%  
          19.9          0.3       0.0256       0.0041  # 2014,A.Hermanne+         ## D4310024  #dY:16.0%  
            20          0.3       0.0221       0.0026  # 2014,A.Hermanne+         ## D4310017  #dY:11.8%  
          20.1          0.3       0.0272       0.0031  # 2014,A.Hermanne+         ## D4310025  #dY:11.4%  
          20.1          0.2       0.0237       0.0026  # 2014,A.Hermanne+         ## D4310029  #dY:11.0%  
          20.2          0.3        0.025       0.0029  # 2014,A.Hermanne+         ## D4310018  #dY:11.6%  
          20.2          0.3       0.0241       0.0028  # 2014,A.Hermanne+         ## D4310019  #dY:11.6%  
          20.3          0.3       0.0281       0.0036  # 2014,A.Hermanne+         ## D4310028  #dY:12.8%  
          20.5          0.3       0.0218        0.003  # 2014,A.Hermanne+         ## D4310020  #dY:13.8%  
          20.8          0.3       0.0241       0.0028  # 2014,A.Hermanne+         ## D4310018  #dY:11.6%  
          20.9          0.3       0.0218       0.0025  # 2014,A.Hermanne+         ## D4310017  #dY:11.5%  
          20.9          2.6       0.0229       0.0025  # 2014,A.Hermanne+         ## D4310027  #dY:10.9%  
          20.9          2.4       0.0243       0.0027  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          21.4            1       0.0214       0.0024  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          22.5          2.3        0.024       0.0026  # 2014,A.Hermanne+         ## D4310030  #dY:10.8%  
          23.2            1        0.025       0.0028  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          23.6          2.3       0.0236       0.0026  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          24.1          2.3       0.0225       0.0025  # 2014,A.Hermanne+         ## D4310027  #dY:11.1%  
            25          0.9       0.0252       0.0028  # 2014,A.Hermanne+         ## D4310031  #dY:11.1%  
          25.2          2.1        0.024       0.0026  # 2014,A.Hermanne+         ## D4310030  #dY:10.8%  
          26.2            2       0.0241       0.0026  # 2014,A.Hermanne+         ## D4310030  #dY:10.8%  
          26.6          0.8       0.0251       0.0028  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
            27          2.1       0.0226       0.0025  # 2014,A.Hermanne+         ## D4310027  #dY:11.1%  
          27.7          1.9       0.0243       0.0027  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          28.7          1.8        0.025       0.0027  # 2014,A.Hermanne+         ## D4310030  #dY:10.8%  
          29.7          1.8       0.0214       0.0024  # 2014,A.Hermanne+         ## D4310027  #dY:11.2%  
          29.7          0.7       0.0255       0.0029  # 2014,A.Hermanne+         ## D4310031  #dY:11.4%  
          30.1          1.7       0.0257       0.0028  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          30.5          1.6       0.0265       0.0029  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          31.2          0.7       0.0279       0.0031  # 2014,A.Hermanne+         ## D4310031  #dY:11.1%  
            32          1.5       0.0274        0.003  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          32.2          1.4       0.0243       0.0027  # 2014,A.Hermanne+         ## D4310027  #dY:11.1%  
          32.4          1.4       0.0286       0.0031  # 2014,A.Hermanne+         ## D4310030  #dY:10.8%  
          32.6          0.6       0.0291       0.0033  # 2014,A.Hermanne+         ## D4310031  #dY:11.3%  
          33.9          0.6       0.0307       0.0035  # 2014,A.Hermanne+         ## D4310031  #dY:11.4%  
            34          1.3       0.0301       0.0033  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          34.5          1.2       0.0272        0.003  # 2014,A.Hermanne+         ## D4310027  #dY:11.0%  
          34.6          1.2        0.031       0.0034  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          35.2          0.5       0.0322       0.0036  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
            36          1.1       0.0334       0.0037  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          36.5          0.1       0.0355       0.0039  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          36.5          0.5       0.0329       0.0037  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          36.8            1       0.0312       0.0034  # 2014,A.Hermanne+         ## D4310027  #dY:10.9%  
            37          0.9       0.0397       0.0044  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          37.8          0.4       0.0402       0.0045  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
            38          0.8       0.0415       0.0046  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          38.9          0.8       0.0377       0.0041  # 2014,A.Hermanne+         ## D4310027  #dY:10.9%  
            39          0.4       0.0439       0.0049  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          39.1          0.7       0.0459       0.0051  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          39.8          0.6       0.0485       0.0053  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          40.2          0.4       0.0496       0.0056  # 2014,A.Hermanne+         ## D4310031  #dY:11.3%  
          40.9          0.6       0.0448       0.0049  # 2014,A.Hermanne+         ## D4310027  #dY:10.9%  
          40.9          0.6       0.0532       0.0059  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          41.3          0.3        0.054       0.0061  # 2014,A.Hermanne+         ## D4310031  #dY:11.3%  
          41.6          0.5       0.0555       0.0061  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          42.5          0.3       0.0599       0.0067  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          42.6          0.5       0.0594       0.0065  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          42.9          0.5       0.0507       0.0056  # 2014,A.Hermanne+         ## D4310027  #dY:11.0%  
          43.2          0.4       0.0623       0.0069  # 2014,A.Hermanne+         ## D4310030  #dY:11.1%  
          43.6          0.3       0.0528        0.006  # 2014,A.Hermanne+         ## D4310031  #dY:11.4%  
          44.3          0.4       0.0654       0.0072  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          44.8          0.3         0.06       0.0066  # 2014,A.Hermanne+         ## D4310027  #dY:11.0%  
          44.9          0.3       0.0683       0.0075  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          45.1          0.3       0.0712        0.008  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
          45.9          0.3       0.0719       0.0079  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          46.5          0.3       0.0728        0.008  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          46.6          0.3        0.066       0.0073  # 2014,A.Hermanne+         ## D4310027  #dY:11.1%  
          47.5          0.2       0.0768       0.0084  # 2014,A.Hermanne+         ## D4310030  #dY:10.9%  
          47.5          0.2       0.0776       0.0087  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
            48          0.2        0.077       0.0085  # 2014,A.Hermanne+         ## D4310030  #dY:11.0%  
          48.4          0.2         0.07       0.0077  # 2014,A.Hermanne+         ## D4310027  #dY:11.0%  
          49.8          0.2       0.0828       0.0093  # 2014,A.Hermanne+         ## D4310031  #dY:11.2%  
//
#-------------------------------------------------------------------------------
