#ZVView-data-copy:  31-Jul-2025 10:36:27
#=======================================
#
#name:   28-NI-0(D,X)27-CO-56,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  78
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          43.1          0.4        0.108        0.012  # 2013,A.Hermanne+         ## D4282015  #dY:11.1%  
          43.7          0.3        0.105        0.012  # 2013,A.Hermanne+         ## D4282048  #dY:11.4%  
          44.4          0.3         0.12        0.013  # 2013,A.Hermanne+         ## D4282015  #dY:10.8%  
          44.5          0.3        0.116        0.013  # 2013,A.Hermanne+         ## D4282027  #dY:11.2%  
          44.5          0.2        0.125        0.014  # 2013,A.Hermanne+         ## D4282038  #dY:11.2%  
          45.7          0.3        0.127        0.014  # 2013,A.Hermanne+         ## D4282015  #dY:11.0%  
          45.7          0.2        0.125        0.014  # 2013,A.Hermanne+         ## D4282048  #dY:11.2%  
          46.3          0.2        0.128        0.014  # 2013,A.Hermanne+         ## D4282027  #dY:10.9%  
          46.4          0.2        0.134        0.015  # 2013,A.Hermanne+         ## D4282038  #dY:11.2%  
            47          0.3        0.134        0.015  # 2013,A.Hermanne+         ## D4282015  #dY:11.2%  
          47.6          0.2        0.128        0.014  # 2013,A.Hermanne+         ## D4282048  #dY:10.9%  
          48.1          0.2        0.129        0.014  # 2013,A.Hermanne+         ## D4282027  #dY:10.9%  
          48.3          0.2        0.136        0.015  # 2013,A.Hermanne+         ## D4282015  #dY:11.0%  
          48.3          0.2        0.143        0.016  # 2013,A.Hermanne+         ## D4282038  #dY:11.2%  
          49.5          0.2        0.142        0.016  # 2013,A.Hermanne+         ## D4282048  #dY:11.3%  
          49.6          0.2         0.14        0.015  # 2013,A.Hermanne+         ## D4282015  #dY:10.7%  
          49.8          0.2        0.138        0.015  # 2013,A.Hermanne+         ## D4282027  #dY:10.9%  
//
#-------------------------------------------------------------------------------
