#ZVView-data-copy:  26-Oct-2024 12:37:40
#=======================================
#
#name:   28-NI-0(D,X)27-CO-56,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  54
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         15.65         1.04       0.0238       0.0036  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
         15.88         0.28       0.0201        0.003  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
          15.9         0.95       0.0234       0.0035  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         16.22         0.25       0.0191       0.0029  # 1997,S.Takacs+           ## D4045003  #dY:15.2%  
         16.23         0.86       0.0222       0.0033  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         16.55         0.78       0.0208       0.0031  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         16.87         0.71       0.0215       0.0032  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         17.19         0.65       0.0194       0.0029  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
          17.5         0.59       0.0172       0.0026  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
         17.81         0.54       0.0177       0.0027  # 1997,S.Takacs+           ## D4045003  #dY:15.3%  
         18.11         0.49       0.0171       0.0026  # 1997,S.Takacs+           ## D4045003  #dY:15.2%  
         18.41         0.44       0.0156       0.0023  # 1997,S.Takacs+           ## D4045003  #dY:14.7%  
         18.71          0.4        0.014       0.0021  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         19.01         0.37       0.0151       0.0023  # 1997,S.Takacs+           ## D4045003  #dY:15.2%  
          19.3         0.33        0.015       0.0022  # 1997,S.Takacs+           ## D4045003  #dY:14.7%  
         19.58          0.3       0.0141       0.0021  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         19.87         0.28       0.0143       0.0021  # 1997,S.Takacs+           ## D4045003  #dY:14.7%  
         20.15         0.25       0.0133        0.002  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
//
#-------------------------------------------------------------------------------
